intent,query,answer
일반상식,이달의 기자상이 뭐야,전국 회원을 대상으로 신문·방송·통신에 게재된 기사 중 가장 좋은 기사를 가려내어 월1회 수여하는 상
일반상식,플라톤은 키레네 학파한테 뭘 배웠어,이데아와 변증법의 기초
일반상식,지키리의 디지털 싱글 앨범은,7년 만이야
일반상식,지휘자 박은성이 오스트리아로 유학을 가서 단원으로 활동한 곳은,린츠 브루크너 교향악단
일반상식,대한민국 제5공화국은 몇 년 부터야,1981년
일반상식,남경필의 본관을 알려줘,의령(의령 남씨)
일반상식,법원은 검찰이 협상단에 대한 명예훼손으로 PD수첩 제작진을 기소한 사건에 대해서 뭐라고 판단했어,PD수첩 제작진들 전원에게 무죄 판결
일반상식,자스민은 보통 무슨 색 꽃을 피워,백색 또는 황색
일반상식,4차 박근혜 퇴진 시위는 언제 열렸어,2016년 11월 19일
일반상식,플리머스 식민지의 초대 사령관은,마일스 스탠디시
일반상식,장수풍뎅이이는 뭘 먹고 살아,"졸참나무, 상수리나무의 수액"
일반상식,상동호수공원 내 호수의 크기는 얼마나 되지,약 2만 3천㎡
일반상식,제이 지와 함께 한 라이브 8 콘서트 라이브가 수록된 음반이 린킨 파크 언더그라운드 몇 번째 앨범이야,다섯 번째 음반
일반상식,펜타포트 록 페스티벌이 어디서 열려,서울 올림픽공원 올림픽홀
일반상식,롯데월드 아쿠아리움은 어디에 있는거야,서울 송파구
일반상식,탐보리토는 어떤 춤이야,드럼과 박수에 맞추어 추는 아프리카 춤
일반상식,노바 1492 A.R.이 글로벌 버전으로 부활한게 언제야,2012년 6월 1일
일반상식,박혁거세가 세운 나라 신라의 뜻이 뭐야,왕의 덕업이 날로 새로워져서 사방을 망라한다
일반상식,우리나라랑 체코슬로바이카아랑 언제부터 교류했어,1990년
일반상식,석조비로자나불좌상은 어느 절에 있어,심복사
일반상식,UNOVIS를 부른 다른 이름에는 뭐가 있지,"MOLPOSNOVIS, POSNOVIS"
일반상식,시마바라의 난은 언제 일어났지,간에이 14년(1637년)
일반상식,보더 러피안의 행동을 부추긴 대표적인 인물은,데이빗 라이스 애치슨
일반상식,오스만 사파비 전쟁 기간이 어떻게 되지,1532년부터 1555년까지
일반상식,히틀러를 수상으로 임명한 대통령은 누구야,힌덴부르크
일반상식,치홀트에게 금메달을 수여한 곳은,미국그래픽아트협회(AIGA)
일반상식,다다미방 후스마 아랫장의 저자가 누구야,나가이 가후
일반상식,태광산업이 석유화학 부문에서 생산하는 것은 뭐야,"PTA, 프로필렌, AN 등"
일반상식,플뢰트첸지 교도소가 있었던 도시는,베를린
일반상식,캡틴 EO의 총괄 제작자는,조지 루카스
일반상식,국제금융시장에서 신용도를 나타내는 지표는,CDS 프리미엄
일반상식,대만 프로야구는 누가 주관해,중화 직업봉구 대연맹
일반상식,2013년 5월 초의 네이처지에 따라 H8N9에 대해 밝혀진 사실은,오셀타미비어 저항성 변형체이면서 뉴라미니다제 저항성인 균주가 이미 식별
일반상식,초인로크에서 레이디 칸은 누구의 기억을 지우고 야마키에게 접근시켰어,제시카
일반상식,중국 초나라 무왕이 왕을 자칭한게 몇 년도야,기원전 704년
일반상식,오만 축구 국가대표팀의 창설연도를 알려줘.,1978년
일반상식,마르길란의 인구수는,"197,000명"
일반상식,각룡류의 몸무게를 알려줘.,23 킬로그램에서 5400 킬로그램
일반상식,후카다 쿄코는 언제 데뷔했어,1996년 중학교 2학년때
일반상식,백두산정계비는 언제 세워졌어,1712년
일반상식,일간지 인디펜던트의 애칭은,인디
일반상식,이름에 성이 없는 노비들은 주로 누구의 성을 따랐어,모시던 주인의 성과 본관을 따르기도
일반상식,위노트 안드로이드 버전은 언제 나왔지,2013년 4월
일반상식,철갑탄을 다른 이름으로 뭐라고 부르지,파갑탄
일반상식,전영혁의 학력위조 사건이 들통난 날짜는,2007년 10월 15일
일반상식,절대 가련 칠드런에서 초능력의 최고 레벨이 몇이야,최고 레벨인 7
일반상식,퀼른대성당에 있는 24명의 수염없는 사람은 뭐야,유대 왕들
일반상식,아우구스투스가 히기누스를 팔라티 도서관장으로 임명했다는 기록이 있는 책은,"De Grammaticis, 20"
일반상식,윤승길에게 숙간이라는 시호를 내린 왕은,숙종
일반상식,싸이월드를 운영하던 회사가 어디야,SK커뮤니케이션
일반상식,긴메이 일왕의 부모가 누구야,게이타이 천황과 다시라카 황녀
일반상식,영화 원티드 엔딩크레딧 올라갈 때 나오는 노래 제목이 뭐야,The Little Things
일반상식,바르 코르바의 반란은 어떤 결과를 낳았어,"유대라는 이름은 사라졌으며, 유대인들은 제국 각지로 대규모 이산되고(디아스포라) 이후 예루살렘 시내에 거주하는 것이 제한"
일반상식,하미스무샤이트의 위치는,아브하 동쪽에 위치한 아시르 산지
일반상식,루이스 피구가 은퇴한 해가 언제야,2009년
일반상식,경영전략에서 다각화전략이 뭘 말하는거야,신규분야에 진출함으로써 업종을 변경하거나 추가
일반상식,임권택 감독이 2005년에 베를린 영화제에서 받았던 상은 뭐야,명예황금곰상
일반상식,한반도 신탁통치는 누가 한다고 결정됐어,"미국, 소련, 영국, 중화민국"
일반상식,1996년에 선동열이 입단한 일본 팀이 어디야,일본 프로 야구 센트럴 리그의 주니치 드래건스
일반상식,K리그 30라운드에서 서울 대 전북 경기 누가 이겼지,전북
일반상식,CF18 전투기는 어느 나라에서 생산한거야,캐나다
일반상식,보통 루팅을 어느 기기에서 하지,모바일 기기
일반상식,소련 마지막 지도자가 누구야,미하일 고르바초프
일반상식,따오기는 얼마나 커,"몸길이 약 75㎝, 날개길이 38-44㎝"
일반상식,2001년 배우 조민수가 출연한 SBS드라마 이름은,피아노
일반상식,제3의 키라는 뭐라고 불려,X키라
일반상식,켄드릭 라마의 정규 데뷔 음반이 뭐야,Section.80
일반상식,김진호가 두 번째로 5관왕이 된 세계 선수권 대회는 언제 열렸어,1983년
일반상식,히드라충강 폴립형은 누구의 먹이야,"연체동물이나 환형동물의 다모류 일종, 그리고 절지동물의 바다거미류 등"
일반상식,김민정 수상경력은,"박인환문학상, 현대시작품상"
일반상식,레알 소시에다드 회장 누구야,호세 루이스 아스티아사란
일반상식,배구선수 한유미는 어느 팀 소속이야,현대건설 소속
일반상식,바오로 5세는 언제 교황으로 선출 되었어,1605년
일반상식,이동국의 별명을 알려줘,호날동궈
일반상식,1996년 애틀랜타 올림픽에서 야구 부문 동메달을 획득한 팀은 어디야,미국
일반상식,금수강산은 어느나라에서 발간하는 잡지야,조선민주주의인민공화국
일반상식,바이오매스로부터 얻는 연료를 뭐라고 해,바이오 연료
일반상식,달에서 물을 발견한 게 뭐야,인도에서 발사한 달 탐사선 찬드라얀 1호
일반상식,독일철도의 모든 주식을 정부가 소유하고 있는 이유가 뭐야,막대한 자금을 부담할 투자자가 없어 모든 주식을 정부가 소유
일반상식,관악을 김희철 후보 소속 정당이 어디야,민주통합당
일반상식,파울로스는 누구에게 율법을 배웠어,가말리엘
일반상식,SK 그룹의 초대 회장이 누구야,최종건
일반상식,삼국지에서 손책 다음으로 왕이 된 사람이 누구야,손권
일반상식,발터 크루핀스키의 업적을 알려줘,독일 공군 전체에서 51번째 적기 100기 격추수 달성자
일반상식,파울러 스칼리츠의 본명은 뭐지,요한 펑크
일반상식,후리무케바는 언제 발매된 곡이야,2006년 2월 8일
일반상식,마르팅스 인디가 성인 국가대표로 데뷔한 게 언제야,2012년 8월 15일
일반상식,십이육 사건 몇년도에 일어난 일이야,1979년
일반상식,콘스탄티노폴리스가 로마와 대화를 하려 했던 이유가 뭐야,성 베드로좌의 주인이 새로 바뀌었기 때문
일반상식,바드샤히 모스크 건설을 누가 지시했는지 알아,아우랑제브
일반상식,토머스 미즐리의 생년월일이 어떻게 돼,1889년 5월 18일
일반상식,묀헨글라트바흐가 2 분데스리가로 강등된 날짜가 언제야,1999년
일반상식,더브라윈은 어느 잡지에서 올해의 여성 세계 수영 선수로 뽑은 선수야,스위밍 월드 잡지
일반상식,귀덕2리항의 다른 이름이 뭐야,진질개포구
일반상식,전통적 지식인은 어떤 이들이야,"예술가, 작가, 철학자, 성직자 등"
일반상식,툴레인의 흔적이 처음 발견된 곳은 어딘지 알고 싶어,그린란드 서북해안의 툴레
일반상식,벨로시페드를 개발한 사람이 누구야,피에르 미쇼
일반상식,타카오 나오키는 어느 대학에서 2011년부터 보컬의 강사를 맡아,센조쿠 학원 음악 대학
일반상식,E 번호는 어디에 쓰이는 번호야,식품 첨가제
일반상식,시인 에미네스쿠가 사망한 날은 언제지,1889년 6월 15일
일반상식,교황 알렉산데르 8세는 누구에 의해 추기경이 되었지,교황 인노첸시오 10세
일반상식,마르크스 레닌 주의에 기본 철학은 뭐였어,과학적 사회주의의 사회-철학
일반상식,조선민주주의인민공화국의 수도가 어디야,평양
일반상식,리빙스턴과일박쥐는 어떻게 생겼어,둥근 귀와 털 색 그리고 큰 눈을 가지고 있어 시력이 좋은 오렌지색 또는 붉은 색 눈
일반상식,김정은이 16살 때 프랑스 다음으로 유학갔던 곳이 어디야,스위스
일반상식,독일 민주당이 언제 만들어졌어,제 1차 세계대전 후인 1918년
일반상식,에르하르트 밀히는 뭐하는 사람이었어,공군 원수
일반상식,Dear Prudence는 어떻게 만들어진 곡이야,"여배우 미아 패로우의 언니 프루던스가 구금을 당한 후 바깥 출입에 공포를 느끼자, 그녀를 진정시키고 안정시키기 위한 것"
일반상식,홍명희 문학비가 언제 세워졌어,1998년 10월 17일
일반상식,CWD 예방을 위해 먹으면 안되는 부위가 어디야,사슴과 엘크의 조직
일반상식,UCI 프로투어에서 각 팀 스폰서는 몇 년간 후원계약을 체결해야해,4년
일반상식,리버풀에서 막시 로드리게스의 등번호가 몇 번이야,17번
일반상식,둥근사슴벌레속은 속 전체가 뭘로 지정되었어,CITES 부속서 2
일반상식,W88 핵탄두는 얼마정도 해,대략 35억원
일반상식,육우당 문학상을 정확히 언제부터 수여하기 시작했는지 알아,2013년 4월 1일
일반상식,니모를 함꼐 찾으면서 베스트 프렌드가 된 두 캐릭터의 이름이 뭐였더라,도리와 말린
일반상식,개최국 아닌 팀이 우승한 최초의 월드컵은 언제야,1938년
일반상식,유로파 클리퍼 발사 계획 중 하나에 해당되는 로켓은 뭐야,애틀러스 V 로켓
일반상식,비니시우스와 통이 공개된 날짜는,2014년 11월 23일
일반상식,2006년 월드컵 독일 축구대표팀 감독이 누구야,위르겐 클린스만
일반상식,에크테시스의 초안을 작성한 사람은,세르기우스 1세
일반상식,산화된 구리의 색은,푸른빛
일반상식,이란과 대한민국은 언제부터 수교했어,1962년 10월 23일
일반상식,한국에서 548일 남장 체험을 출간한 출판사가 어디야,위즈덤하우스
일반상식,영천 봉림사 영산회상도 및 복장유물은 누가 제작했어,쾌민과 체준
일반상식,FC 서울 2017이 창단 후 몇 번째 시즌이야,34번째 시즌
일반상식,1948년 엄상섭과 7명의 검사들이 사표를 제출하면서 했던 말은,민족정기 양양을 위해 퇴진한다
일반상식,우크라이나 프로축구리그의 하위리그가 우크라이나의 프로축구리그의 관리를 받기 전에는 어느 조직이 담당했었어,우크라이나 축구 연맹
일반상식,FC 샤흐타르 카라간디가 니우통 페헤이라 멘디스를 추모한 방식은,"FC 카이사르와의 리그 경기에서 니우통 페헤이라 멘디스를 기리기 위한 행사가 개최되었으며, 리그 경기 시작 전 1분간 묵념의 시간을 가졌다"
일반상식,미국과 러시아가 만든 휴대용 단거리 지대공 미사일이 대상을 몇 프로 맞춰,60% 정도
